h3_9,rec_win_start,rec_peak_hour,window_capture,rec_window,dom_location
89618924913ffff,5,6,1.0,05:00–07:00,"Anjanapura Main Road, Value Plus 1st Block, Narayana Nagar, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)"
89618924923ffff,6,7,0.538,06:00–08:00,"80 Feet Road, Gubbalala, Bengaluru, Karnataka. Pin-560061 (India)"
89618924933ffff,10,10,0.548,10:00–12:00,"Konanakunte Main Road, 4th H Block, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)"
8961892493bffff,11,11,0.674,11:00–13:00,"Konanakunte Main Road, Centreo Apartment, Singapore Gardens and Green Fields, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)"
89618924953ffff,11,12,0.588,11:00–13:00,"Konanakunte Main Road, Venkata Reddy Layout, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)"
89618924957ffff,6,7,0.667,06:00–08:00,"Konanakunte Main Road, Aishwarya Layout, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)"
8961892498bffff,7,8,0.739,07:00–09:00,"Anjanapura Main Road, Narayana Nagar, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)"
896189249a7ffff,2,3,1.0,02:00–04:00,"Vajrahalli, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India"
896189249abffff,9,10,0.625,09:00–11:00,"2nd Main Road, Nitesh Caesars Palace, BCMC Layout, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)"
896189249afffff,10,10,0.593,10:00–12:00,"Konanakunte Main Road, Bayanapalya, Bengaluru, Karnataka. Pin-560109 (India)"
896189249cbffff,10,11,1.0,10:00–12:00,"Tippasandra Road, Pride Wilasa Grand Vilament, Munireddy Layout, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)"
89618924a03ffff,12,13,0.338,12:00–14:00,"9th Cross Road, Shakambari Nagar, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a07ffff,2,3,0.544,02:00–04:00,"9th Cross Road, SNN Raj Spiritua, Umarbagh Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a0bffff,10,11,1.0,10:00–12:00,"Ayodhya Road, Arya Nagar, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a0fffff,11,7,0.347,11:00–13:00,"Konanakunte Main Road, Umarbagh Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a17ffff,6,7,0.56,06:00–08:00,"13th Cross Road, Sarakki, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a1bffff,10,11,0.842,10:00–12:00,"9th Cross Road, IG Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a23ffff,7,8,0.714,07:00–09:00,"Dr Rajkumar Puniya Bhoomi Road, Teachers Colony, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a27ffff,1,2,1.0,01:00–03:00,"9th Cross Road, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560111 (India)"
89618924a2bffff,8,9,0.588,08:00–10:00,"Subramanyapura Main Road, Teachers Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a2fffff,8,8,0.513,08:00–10:00,"Subramanyapura Main Road, Teachers Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a33ffff,12,12,0.758,12:00–14:00,"Dr Rajkumar Puniya Bhoomi Road, Tippu Sultan Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a3bffff,7,7,0.4,07:00–09:00,"Konanakunte Main Road, Vivekanand Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a43ffff,8,8,0.529,08:00–10:00,"40th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
89618924a47ffff,5,8,0.272,05:00–07:00,"46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a4bffff,10,10,0.47,10:00–12:00,"5th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
89618924a4fffff,10,10,0.643,10:00–12:00,"39th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
89618924a53ffff,10,8,0.333,10:00–12:00,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
89618924a57ffff,8,9,0.357,08:00–10:00,"46th Cross Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a5bffff,11,11,0.468,11:00–13:00,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
89618924a63ffff,10,10,0.607,10:00–12:00,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a6bffff,9,10,0.435,09:00–11:00,"27th Cross Road, Brigade Software Park, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a6fffff,15,16,1.0,15:00–17:00,
89618924a73ffff,10,11,0.542,10:00–12:00,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a77ffff,10,11,0.587,10:00–12:00,"Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a7bffff,10,11,0.8,10:00–12:00,"1st Main Road, Block 8, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)"
89618924a87ffff,16,17,1.0,16:00–18:00,"9th Cross Road, Abhignas Misty Woods, Saraki Garden, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a8bffff,6,7,0.479,06:00–08:00,"Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a8fffff,10,10,0.667,10:00–12:00,"Dr Rajkumar Puniya Bhoomi Road, Sarakki Extension, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a93ffff,10,11,1.0,10:00–12:00,"2nd Main Road, Ashtalaxmi Layout, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
89618924a9bffff,7,8,0.556,07:00–09:00,"17th Cross Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
89618924aa3ffff,9,10,0.588,09:00–11:00,"Konanakunte Main Road, Adarsh Nivas, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
89618924aabffff,10,11,0.429,10:00–12:00,"Dr Rajkumar Puniya Bhoomi Road, Jaraganahalli Circle, Ilyas Nagar, Bengaluru, Karnataka. Pin-560078 (India)"
89618924ab7ffff,10,11,0.889,10:00–12:00,"Konanakunte Main Road, Channasandra Layout, Yalanchenahalli, Bengaluru, Karnataka. Pin-560078 (India)"
89618924abbffff,10,11,0.821,10:00–12:00,"Dr Rajkumar Puniya Bhoomi Road, Salarpuria Aristocracy, Weavers Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924ac3ffff,10,10,0.533,10:00–12:00,"9th Cross Road, Mayura Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924ac7ffff,0,0,0.547,00:00–02:00,"9th Cross Road, ITI Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924acbffff,7,11,0.394,07:00–09:00,"24th Main Road, Marenahalli, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)"
89618924ad3ffff,6,7,0.627,06:00–08:00,"21st Main Road, Marenahalli Palya, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)"
89618924ad7ffff,8,8,1.0,08:00–10:00,"Dr Rajkumar Puniya Bhoomi Road, Jeevan Surabhi Flats, Jeevan Sathi Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
89618924adbffff,7,7,0.404,07:00–09:00,"21st Main Road, Marenahalli Palya, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)"
89618924b1bffff,11,11,0.846,11:00–13:00,"2nd Cross Road, Govinayakanahalli, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560111 (India)"
89618924b27ffff,11,12,0.857,11:00–13:00,"Subramanyapura Main Road, Mookambika Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b2bffff,12,12,0.82,12:00–14:00,"Subramanyapura Main Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b2fffff,12,12,0.551,12:00–14:00,"Subramanyapura Main Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b43ffff,5,5,1.0,05:00–07:00,"Chikkagowdana Palya Main Road, Siri Exotica, Chikkagowdanapalya, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b47ffff,1,1,1.0,01:00–03:00,"Subramanyapura Main Road, RR Layout, Brindavan Layout, Padmanabhanagar, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b4bffff,12,7,0.522,12:00–14:00,"Sri Muneshwara Temple Road, RK Layout 2nd Stage, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)"
89618924b57ffff,1,2,1.0,01:00–03:00,"Chikkagowdana Palya Main Road, Chikkagowdanapalya, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b63ffff,11,11,0.67,11:00–13:00,"Subramanyapura Main Road, Komarla Brigade Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b67ffff,11,11,0.831,11:00–13:00,"6th Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b6bffff,1,2,1.0,01:00–03:00,"20th Main Road, Ittamadu, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)"
89618924b77ffff,10,11,0.523,10:00–12:00,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)"
89618924b87ffff,5,6,0.857,05:00–07:00,"Pipeline Road, Prashanthi Nagar Extension, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)"
89618924b8bffff,0,1,1.0,00:00–02:00,"4th Main Road, ISRO Layout, Bengaluru, Karnataka. Pin-560111 (India)"
89618924b93ffff,12,13,1.0,12:00–14:00,"1st Cross Road, Mango Garden, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)"
89618924bb3ffff,3,4,1.0,03:00–05:00,
89618924bc3ffff,13,14,1.0,13:00–15:00,"1st Main Road, Rajyotsava Nagar, Stage 2, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560111 (India)"
89618924bd3ffff,11,12,1.0,11:00–13:00,"1st Cross Road, Kanaka Nagar, Fayazabad, Bengaluru, Karnataka. Pin-560078 (India)"
89618924c33ffff,11,12,1.0,11:00–13:00,"Kothanur Main Road, BK Circle, JP Nagar Phase 8, Bengaluru, Karnataka. Pin-560076 (India)"
89618924c3bffff,9,10,1.0,09:00–11:00,"Kothanur Main Road, MBM Rohith Residency, Kotnurdinne, JP Nagar Phase 8, Bengaluru, Karnataka. Pin-560076 (India)"
89618924c53ffff,10,11,0.722,10:00–12:00,"Bannerghatta Main Road, Doddamma Industrial Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
89618924c5bffff,10,10,0.406,10:00–12:00,"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
89618924c83ffff,10,10,0.692,10:00–12:00,"Bannerghatta Main Road, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)"
89618924cafffff,10,11,0.889,10:00–12:00,"3rd Cross Road, Surabhi Nagar, JP Nagar Phase 8, Bengaluru, Karnataka. Pin-560076 (India)"
89618924cc7ffff,10,10,0.635,10:00–12:00,"Bannerghatta Main Road, Prestige Notting Hill, Kalena Agrahara, Bengaluru, Karnataka. Pin-560076 (India)"
89618924ccbffff,5,6,0.365,05:00–07:00,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
89618924ccfffff,12,13,0.346,12:00–14:00,"Bannerghatta Main Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
89618924d1bffff,12,13,1.0,12:00–14:00,"60 Feet Road, Nandi Gardens Phase 2, JP Nagar Phase 9, Bengaluru, Karnataka. Pin-560062 (India)"
89618924d57ffff,10,11,0.615,10:00–12:00,"1st Cross Road, Block 1, JP Nagar Phase 9, Bengaluru, Karnataka. Pin-560062 (India)"
89618924d63ffff,10,11,1.0,10:00–12:00,"Anjanapura Main Road, Vaishnavi Oasis, JP Nagar Phase 9, Bengaluru, Karnataka. Pin-560062 (India)"
89618924d73ffff,11,11,0.877,11:00–13:00,"Amruth Nagar Main Road, Tippu Sultan Circle, Avalahalli, Bengaluru, Karnataka. Pin-560062 (India)"
89618924dcbffff,10,11,1.0,10:00–12:00,"80 Feet Main Road, Narayana Reddy Layout, JP Nagar Phase 8, Bengaluru, Karnataka. Pin-560076 (India)"
89618924e0bffff,2,3,1.0,02:00–04:00,"Rose Garden Road, Esteem Heritage, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e23ffff,8,8,0.482,08:00–10:00,"24th Main Road, Aishwarya Splendour, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e27ffff,14,15,1.0,14:00–16:00,"Puttenahalli Main Road, Puttenahalli Palaya, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e2bffff,11,11,0.486,11:00–13:00,"24th Main Road, Sri SN Venkatesh Reddy Circle, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e33ffff,3,4,1.0,03:00–05:00,"24th Main Road, Pioneer Paradise, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e47ffff,3,3,0.671,03:00–05:00,"Rose Garden Road, Kalyani Vista Phase 2, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e4bffff,8,9,0.714,08:00–10:00,"1st Main Road, Sarakki Industrial Layout, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e4fffff,10,11,0.421,10:00–12:00,"3rd Main Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e53ffff,10,10,0.947,10:00–12:00,"Bannerghatta Main Road, Bruchini Palya Industrial Area, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
89618924e5bffff,10,11,0.571,10:00–12:00,"Bannerghatta Main Road, Bilekahalli Industrial Area, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e67ffff,8,9,0.393,08:00–10:00,"24th Main Road, Shamanna Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e6bffff,8,8,0.588,08:00–10:00,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaiah Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e6fffff,8,9,0.513,08:00–10:00,"24th Main Road, Shamanna Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e7bffff,10,10,0.447,10:00–12:00,"Dr Rajkumar Puniya Bhoomi Road, Multi Ruby Apartment, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e83ffff,10,10,0.667,10:00–12:00,"2nd Main Road, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
89618924e87ffff,7,8,1.0,07:00–09:00,"Dr Rajkumar Puniya Bhoomi Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)"
89618924e8bffff,6,6,0.385,06:00–08:00,"Bannerghatta Main Road, RMZ Futura, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
89618924e8fffff,10,10,0.717,10:00–12:00,"1st Cross Road, Govinda Reddy Layout, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
89618924e97ffff,10,11,0.397,10:00–12:00,"Bannerghatta Main Road, Syndicate Bank Colony, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
89618924ebbffff,5,6,0.571,05:00–07:00,"5th Main Road, Manjunatha Layout, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
89618924ec7ffff,6,6,0.755,06:00–08:00,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)"
89618924ecbffff,9,10,1.0,09:00–11:00,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
89618924ecfffff,5,6,0.615,05:00–07:00,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)"
89618924edbffff,1,2,1.0,01:00–03:00,"Devara Chikkanahalli Main Road, Someshwara Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
89618925123ffff,10,10,0.562,10:00–12:00,"Srinivagilu Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
8961892512bffff,2,3,1.0,02:00–04:00,"1st Cross Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
8961892512fffff,11,12,0.318,11:00–13:00,"Srinivagilu Main Road, Green Leaf Layout, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618925133ffff,10,11,0.599,10:00–12:00,"Srinivagilu Main Road, Block 1, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618925137ffff,4,4,0.75,04:00–06:00,"7th Cross Road, Raheja Residency, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618925167ffff,8,9,0.351,08:00–10:00,"Ejipura Main Road, VGS Layout, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)"
8961892516bffff,3,4,1.0,03:00–05:00,"Domlur Inner Ring Road, Ganapathi Enclave, Challaghatta, Bengaluru, Karnataka. Pin-560071 (India)"
8961892517bffff,0,1,1.0,00:00–02:00,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
896189251a3ffff,10,11,0.506,10:00–12:00,"Sarjapur Marathahalli Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
896189251a7ffff,10,11,0.47,10:00–12:00,"80 Feet Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
896189251afffff,9,10,0.418,09:00–11:00,"80 Feet Road, Block 1A, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
896189251b3ffff,6,7,0.491,06:00–08:00,"Sarjapur Marathahalli Road, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
89618925213ffff,4,5,1.0,04:00–06:00,"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
89618925217ffff,4,4,0.6,04:00–06:00,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
8961892522bffff,8,9,0.784,08:00–10:00,"1st Cross Road, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)"
89618925233ffff,10,11,1.0,10:00–12:00,"Hal Old Township Road, HAL Old Township, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
89618925237ffff,8,9,0.415,08:00–10:00,"Old Airport Road, Kemp Fort Mall, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)"
8961892524bffff,4,5,1.0,04:00–06:00,"GM Palya Main Road, BEML Township, GM Palya, Bengaluru, Karnataka. Pin-560075 (India)"
89618925267ffff,6,7,0.632,06:00–08:00,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)"
8961892526fffff,9,10,0.542,09:00–11:00,"Suranjan Das Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)"
8961892528bffff,2,2,1.0,02:00–04:00,"Old Airport Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
8961892528fffff,2,17,0.242,02:00–04:00,"Dr BR Ambedkar Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
896189252abffff,6,7,0.368,06:00–08:00,"Old Airport Road, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)"
896189252afffff,6,7,0.493,06:00–08:00,"Old Airport Road, SNS Arcade, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)"
896189252bbffff,16,17,1.0,16:00–18:00,"Old Airport Exit Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
896189252c3ffff,11,12,0.429,11:00–13:00,"3rd Main Road, Vinayak Nagar, Vimanapura, Bengaluru, Karnataka. Pin-560017 (India)"
89618925303ffff,7,7,1.0,07:00–09:00,"Golf Avenue Road, Buildafina Golf View Apartment East Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
89618925307ffff,7,8,0.602,07:00–09:00,"Domlur Inner Ring Road, West Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
8961892530bffff,8,8,0.392,08:00–10:00,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
8961892530fffff,8,9,0.576,08:00–10:00,"2nd Main Road, Buildafina Golf View Apartment East Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
8961892531bffff,8,9,0.693,08:00–10:00,"Rustam Bagh Main Road, PR Layout, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)"
8961892532bffff,8,9,0.779,08:00–10:00,"7th Cross Road, Domlur Layout, Stage 1, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
8961892533bffff,6,7,0.875,06:00–08:00,"2nd Cross Road, Agram Enclave, Stage 1, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
89618925343ffff,8,9,0.627,08:00–10:00,"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
89618925347ffff,4,5,1.0,04:00–06:00,"19th Main Road, 5th Phase, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
8961892534bffff,2,3,1.0,02:00–04:00,"Kodihalli Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
89618925353ffff,8,9,0.667,08:00–10:00,"Old Airport Road, Golden Enclave, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)"
89618925357ffff,8,8,0.46,08:00–10:00,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
89618925363ffff,9,10,0.373,09:00–11:00,"Domlur Inner Ring Road, Baba Saheb Colony, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
89618925367ffff,9,10,0.494,09:00–11:00,"Kempegowda Road, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
8961892536bffff,8,8,0.332,08:00–10:00,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
8961892536fffff,5,6,0.522,05:00–07:00,"Indiranagar Double Road, Stage 2, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
89618925373ffff,8,8,0.442,08:00–10:00,"Old Airport Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
